UNIQUE INTERNAL CODE,UPC (UNIVERSAL PRODUCT CODE),PRODUCT NAME,PRODUCT DESCRIPTION,PRODUCT PRICE,PRODUCT URL,IMAGE URL,CATEGORY,MANUFACTURER,STOCK STATUS,CONDITION (IF NOT NEW),MPN (MANUFACTURER PART NUMBER),PAYMENT TYPE,KEYWORDS,MSRP,SALE PRICE,GENDER,DEPARTMENT,SHIPPING COST,SIZE,SHIPPING WEIGHT,COLOR,PROMOTIONAL MESSAGE,ZIP CODE,CURRENCY,Item Group ID,Google Age Group,custom label 0
1004111,888458872796,Columbia Mens Bonehead Long Sleeve Shirt ( Tall ) - Bounty Blue,Style utility and comfort: all the things an angler needs during a fishing excursion. Columbia`s Bonehead Long Sleeve is the ideal fisherman`s shirt due to it`s comfortable feel and functional features. Need an easy way to access your dry flies this spring? The hook and loop closed fly box pockets will help you keep them ready at a moment`s notice.,34.27,https://www.bobwards.com/columbia-mens-bonehead-long-sleeve-shirt-tall-4098?color=BOUNTY%20BLUE&size=XLT,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_1011671_911_151.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>LONG SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011673,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bonehead, long, sleeve, shirt, tall, performance, fishing, gear, summer, outdoor, adventure, FT7120",48.95,34.27,m,MENS CLOTHING,,XLT,1,Bounty Blue,Same Day Shipping,59801,USD,4098,Adult,0-49
890308,886535617179,Columbia Mens Bahama Ii Short Sleeve Shirt - Vivid Blue,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=VIVID%20BLUE&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_fm7047_487_15.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,L,0.5,Vivid Blue,Same Day Shipping,59801,USD,4101,Adult,0-49
813976,605284578391,Smartwool Kids Wintersport Socks - Berry,From snow-shoeing to skate skiing SmartWool`s Kid`s WinterSport line combines performance and comfort into one wintery package. Complete with a medium full-cushion leg and sole 3x1 rib welt and flat-loop toe seams.,8.99,https://www.bobwards.com/smartwool-kids-wintersport-socks-399?color=BERRY&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smartw_sw198_044_12.jpg,FOOTWEAR>SOCKS>WINTER,Smartwool,Y,New,SW198(14),"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Kids, Wintersport, Socks,SW198,10-198",15.95,8.99,u,FOOTWEAR,,L,0.5,Berry,Same Day Shipping,59801,USD,399,Kids,0-49
15353,738575120761,Merrell Mens Jungle Moc Nubuck - Leather,Discover the perfect choice in comfort and style after a day on the trail with the men`s Jungle Moc Nubuck. With the sturdy construction and fashionable design of these casual shoes for men you won`t want to take them off! Merrell`s nubuck shoes for men are supportive durable and versatile making them your go-to shoe for outdoor activities.,94.95,https://www.bobwards.com/merrell-mens-jungle-moc-nubuck-520?color=LEATHER&size=8%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/69134-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60831,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Mens, Jungle, Moc, Nubuck,J60831",94.95,94.95,m,FOOTWEAR,0,8.5,3,Leather,Free Shipping,59801,USD,520,Adult,50-99
121842,824648352242,Columbia Mens Bahama Ii Short Sleeve Shirt - Sail,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=SAIL&size=2XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_sail_09.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,2XL,0.5,Sail,Same Day Shipping,59801,USD,4101,Adult,0-49
20036,10135003234,Primos Raspy Coaxer Predator Call,Producing rabbit or rodent screams with ease Primos ` Raspy Coaxer is your pocket sized pal when calling in predators.,8.99,https://www.bobwards.com/primos-raspy-coaxer-predator-call-4144,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/67424-DEFAULT-l.jpg,HUNTING>GAME CALLS>OTHER CALLS,Primos,Y,New,PS323,"Visa, MasterCard, AmericanExpress, Discover","primos, raspy, coaxer, predator, call, 323",12.45,8.99,u,HUNTING,,,0.5,,Same Day Shipping,59801,USD,4144,Adult,0-49
749218,885491279223,Columbia Mens Bahama Ii Short Sleeve Shirt ( Extended Sizes ) - Leap Frog,Columbia`s Bahama II short-sleeve shirts are made with fabrics and features that are specifically designed to keep anglers comfortable and protected as well as lookin` good.,44.99,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-extended-sizes-4558?color=LEAP%20FROG&size=1XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_935_15.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011652,"Visa, MasterCard, AmericanExpress, Discover",,50,44.99,m,MENS CLOTHING,,1XL,1,Leap Frog,Same Day Shipping,59801,USD,4558,Adult,0-49
235663,881938141320,Salomon Women's Preface Jacket ( Discontinued ) - Cooley / Grey,ClimaPRO shell X-Static insulation and loaded with features for all mountain skiing - the Ladies Preface jacket offers incredible value and style.,87.6,https://www.bobwards.com/salomon-womens-preface-jacket-discontinued-6477?color=COOLEY%2FGREY&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/sal_79265x_cooley_051.jpg,WOMENS CLOTHING>JACKETS AND VESTS>INSULATED JACKETS,Salomon,Y,New,PREFACE,"Visa, MasterCard, AmericanExpress, Discover",,219,87.6,f,WOMENS CLOTHING,0,M,2,Cooley / Grey,Free Shipping,59801,USD,6477,Adult,50-99
646100,803298496445,Sorel Women's Caribou Winter Boot - Shale / Stone,The original Sorel Caribou often imitated but never equaled. If you want the real deal with timeless styling then this is it! It`s the ultimate cold weather waterproof boot.,150,https://www.bobwards.com/sorel-womens-caribou-winter-boot-6570?color=SHALE%20%2F%20STONE&size=9,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_NL1005_051.jpg,FOOTWEAR>WOMENS FOOTWEAR>INSULATED AND WINTER BOOTS,Sorel,Y,New,1003812,"Visa, MasterCard, AmericanExpress, Discover","sorel, womens, caribou, winter boot, insulated boot, snow boot, waterproof, insulated, thermoplus, buff, flint, shale/stone, NL1500",150,112.5,f,FOOTWEAR,0,9,5,Shale / Stone,Free Shipping,59801,USD,6570,Adult,100-149
231729,824646131771,Columbia Mens Bahama Ii Short Sleeve Shirt - Fossil,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=FOSSIL&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_160_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,XL,0.5,Fossil,Same Day Shipping,59801,USD,4101,Adult,0-49
231730,824646131788,Columbia Mens Bahama Ii Short Sleeve Shirt - Fossil,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=FOSSIL&size=2XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_160_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,2XL,0.5,Fossil,Same Day Shipping,59801,USD,4101,Adult,0-49
22679,824646740263,Columbia Girls Ukulele Beach Shirt ( Discontinued ) - White,When you`re wearing Columbia `s Ukelele Beach Shirt you`ll feel like you`re in Hawaii no matter where you are.,7.5,https://www.bobwards.com/columbia-girls-ukulele-beach-shirt-discontinued-4559?color=WHITE&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/13759-DEFAULT-l.jpg,UNKNOWN,Columbia,Y,New,JG2225,"Visa, MasterCard, AmericanExpress, Discover",,15,7.5,u,UNKNOWN,,M,0,White,Same Day Shipping,59801,USD,4559,Adult,0-49
